,Date,Tweet Id,Content,Username,LikeCount,retweetCount,source
91,2019-12-16 02:04:59+00:00,1206394762976063490,"@JamalSanford1 #33000raven 33000 is a pure power number, the age I made it (33) and it has a family meaning as well",ravensymone,8,3,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
92,2019-12-16 02:04:05+00:00,1206394535300853761,@indiaboy92 #33000raven I will perform live.,ravensymone,12,3,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
93,2019-12-16 02:03:39+00:00,1206394425905037312,@hergina26 #33000raven I have music under the name Raven-Symone that was curated by corporations. I wanted to make sure this was fully understood as a independent project,ravensymone,25,7,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
94,2019-12-16 02:02:36+00:00,1206394160049115136,"@wemeaningme #33000raven Love, Art &amp;Friends. Having fun created this",ravensymone,8,3,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
95,2019-12-16 02:01:50+00:00,1206393970168717314,@hergina26 #33000raven I plan on creating more content for this LP in the future.,ravensymone,11,2,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
96,2019-12-16 02:01:19+00:00,1206393839197421568,@Juliejulez85 #33000raven @VerdineWhite was an angel that came and graced us with a magical vibration! It was amazing!!,ravensymone,4,3,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
97,2019-12-16 02:00:32+00:00,1206393640374792192,@indiaboy92 #33000raven I want fans to turn it out and relax from the everyday stress of the world,ravensymone,10,4,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
98,2019-12-16 01:59:25+00:00,1206393361029947398,#33000raven Spanish speaking questions are allowed! One min to go..... ok let’s talk!,ravensymone,71,10,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
99,2019-12-16 01:55:13+00:00,1206392304757432320,Ok I’m 5 min I’m all yours. Dont forget to put the #33000raven so I know we talkin about the LP!!,ravensymone,83,14,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
100,2019-12-16 01:46:15+00:00,1206390047227838464,At 6 we bout to do this! I’m answering questions about 33000! For 1 hour! Hit me up! #33000raven and I’ll answer https://t.co/ASYioG5N1i,ravensymone,58,16,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
101,2019-12-15 21:55:12+00:00,1206331903038504960,https://t.co/NwJeyWeb4y,ravensymone,60,16,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
102,2019-12-15 16:50:55+00:00,1206255327454195712,"https://t.co/wYQV3Sl6Np

https://t.co/Hfr9k3h3AY

https://t.co/EtCRPICANl

https://t.co/hNVF0iEjwk",ravensymone,64,27,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
103,2019-12-15 16:37:26+00:00,1206251931649200129,When I woke up this mornin!!!!! I was at #7 aaahhhhh!!! Thank you!!! But I must give props to this one! Makes me smile she took the cake! https://t.co/f0zgQ6GHD4,ravensymone,111,15,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
104,2019-12-15 04:20:49+00:00,1206066556486029312,@MatMaggi Gets right to the point!!,ravensymone,12,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
105,2019-12-15 03:27:59+00:00,1206053261972627456,I mean!!!!  Thank you!!! Can we make it rise higher!!! https://t.co/A8sMrflTCp,ravensymone,249,61,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
106,2019-12-15 03:25:52+00:00,1206052726590689280,The love is making the Lp rise in the charts #33000 this is so exciting!,ravensymone,164,28,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
107,2019-12-13 20:38:22+00:00,1205587788931850240,@HiltonPosts Yes. Just taking a min.,ravensymone,10,1,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
108,2019-12-13 20:38:10+00:00,1205587739653001216,@SilentDPro1992 Xoxo,ravensymone,7,1,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
109,2019-12-13 20:37:58+00:00,1205587690260840448,@EfronLover13 Thanks boo,ravensymone,7,2,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
110,2019-12-13 20:34:23+00:00,1205586788984582144,Halloween was fun.,ravensymone,72,5,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
111,2019-12-13 20:34:12+00:00,1205586740162883584,#NewProfilePic https://t.co/zYcYQDN1lj,ravensymone,358,41,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
112,2019-12-13 20:31:33+00:00,1205586075529334784,https://t.co/Hfr9k3h3AY,ravensymone,56,24,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
113,2019-12-13 20:31:33+00:00,1205586074115772416,https://t.co/EtCRPICANl,ravensymone,116,34,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
114,2019-12-13 18:25:40+00:00,1205554392864153601,Here is one link more to come...,ravensymone,44,10,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
115,2019-12-13 18:24:53+00:00,1205554196965015553,https://t.co/Jq7f9JWwWV,ravensymone,105,42,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
